slot_filler_id,title,subtitle_text,source_tag
2905537,Thomas Paine,"enlightenment, revolution, and the birth of modern nations",LOC
2905538,The averaged American,"surveys, citizens, and the making of a mass public",LOC
2905539,Extraordinary knowing,"science, skepticism, and the inexplicable powers of the human mind",LOC
2905540,Secrets of women,"gender, generation, and the origins of human dissection",LOC
2905541,The gentle subversive,"Rachel Carson, Silent spring, and the rise of the environmental movement",LOC
2905542,The spread of Islam in West Africa,"colonization, globalization, and the emergence of fundamentalism",LOC
2905543,Hideki Matsui,"sportsmanship, modesty and the art of the home run",LOC
2905544,On form,"poetry, aestheticism, and the legacy of a word",LOC
2905545,In spite of partition,"Jews, Arabs, and the limits of separatist imagination",LOC
2905546,HIPCs,"economic prospects, long-term debt sustainability and the role of investment",LOC
2905547,Nahdlatul Ulama,"ideology, politics, and the formation of khaira ummah",LOC
2905548,Brains of the nation,"Pedro Paterno, T.H. Pardo de Tavera, Isabelo de los Reyes, and the production of modern knowledge",LOC
2905549,Petrodollar warfare,"oil, Iraq and the future of the dollar",LOC
2905550,"The high-altitude environment of Mt. Elgon (Uganda, Kenya)","climate, vegetation, and the impact of fire",LOC
2905551,From hot air to action?,"climate change, compliance and the future of international environmental law",LOC
2905552,Like watering a neighbor's plant,"son preference, gender status, and the health of the girl child",LOC
2905553,Changing international law to meet new challenges,"interpretation, modification, and the use of force",LOC
2905554,Dhadi darbar,"religion, violence, and the performance of Sikh history",LOC
2905555,Trichinae,"their microscopy, development, death, and the diagnosis and treatment of trichinosis",LOC
2905556,Fountain of living waters,"a collection of essays having as a common denominator the faith: as shown in the yearning of poets, the lives of the heroic, and the needs of daily life",LOC
2905557,The accelerating universe,"infinite expansion, the cosmological constant, and the beauty of the cosmos",LOC
2905559,A poisonous affair,"America, Iraq, and the gassing of Halabja",LOC
2905560,The bulldozer and the big tent,"blind Republicans, lame Democrats, and the recovery of American ideals",LOC
2905562,Democratizing technology,"risk, responsibility and the regulation of chemicals",LOC
2905563,The ideology of tyranny,"Bataille, Foucault, and the postmodern corruption of political dissent",LOC
2905564,Saving the modern soul,"therapy, emotions, and the culture of self-help",LOC
2905565,An improved system of botanic medicine,"founded upon correct physiological principles; embracing a concise view of anatomy and physiology; together with an illustration of the new theory of medicine. To which is added, a treatise on female complaints, midwifery, and the diseases of children",LOC
2905566,The crown and the swastika,"Hitler, Hess, and the Duke of Windsor",LOC
2905567,Disguised as Clark Kent,"Jews, comics, and the creation of the superhero",LOC
2905568,Poisoned nation,"pollution, greed, and the rise of deadly epidemics",LOC
2905569,It's so French!,"Hollywood, Paris, and the making of cosmopolitan film culture",LOC
2905570,The infertility treadmill,"feminist ethics, personal choice, and the use of reproductive technologies",LOC
2905571,Radical welcome,"embracing God, the other, and the spirit of transformation",LOC
2905572,A web of prevention,"biological weapons, life sciences and the governance of research",LOC
2905573,Founding faith,"providence, politics, and the birth of religious freedom in America",LOC
2905574,Everything must change,"Jesus, global crises, and a revolution of hope",LOC
2905575,Mule South to tractor South,"mules, machines, and the transformation of the cotton South",LOC
2905576,Timber rattlesnakes in Vermont and New York,"biology, history, and the fate of an endangered species",LOC
2905577,The origin of higher clades,"osteology, myology, phylogeny and evolution of bony fishes and the rise of tetrapods",LOC
2905578,The man who made lists,"love, death, madness, and the creation of Roget's Thesaurus",LOC
2905579,Critical political economy,"complexity, rationality, and the logic of post-orthodox pluralism",LOC
2905580,The grace of four moons,"dress, adornment, and the art of the body in modern India",LOC
2905581,Knowing fear,"science, knowledge and the development of the horror genre",LOC
2905582,The United States and Iran,"sanctions, wars and the policy of dual containment",LOC
2905583,Normalizing Japan,"politics, identity, and the evolution of security practice",LOC
2905584,"Science, fiction, and film","a study of the interaction of science, science fiction literature, and the growth of cinema",LOC
2905585,The gun and the pen,"Hemingway, Fitzgerald, Faulkner, and the fiction of mobilization",LOC
2905586,Carlisle vs. Army,"Jim Thorpe, Dwight Eisenhower, Pop Warner, and the forgotten story of football's greatest battle",LOC
2905587,Of God and gods,"Egypt, Israel, and the rise of monotheism",LOC
2905588,From metaphysics to midrash,"myth, history, and the interpretation of Scripture in Lurianic Kabbala",LOC
2905589,Hope and suffering,"children, cancer, and the paradox of experimental medicine",LOC
2905590,Visible cities,"Canton, Nagasaki, and Batavia and the coming of the Americans",LOC
2905591,Morgan Park,"Duluth, U.S. Steel, and the forging of a company town",LOC
2905592,Volatile knowing,"parents, teachers, and the censored story of accountability in America's public schools",LOC
2905593,Linked labor histories,"New England, Colombia, and the making of a global working class",LOC
2905594,Vulture culture,"dirty deals, unpaid claims, and the coming collapse of the insurance industry",LOC
2905595,"The complete works of Shakespere,","revised from the original editions. With historical and analytical introductions to each play, also notes explanatory and critical, and a life of the poet",LOC
2905596,What's wrong with Obamamania?,"Black America, Black leadership, and the death of political imagination",LOC
2905597,Christianity and the transformation of the book,"Origen, Eusebius, and the library of Caesarea",LOC
2905598,Narratives of neglect,"community, regeneration and the governance of security",LOC
2905599,Initiating a peace process in Papua,"actors, issues, process, and the role of the international community",LOC
2905600,Roasting in Hell's Kitchen,"temper tantrums, F words, and the pursuit of perfection",LOC
2905601,Defining work,"gender, professional work, and the case of rural clergy",LOC
2905602,Reluctant Indonesians,"Australia, Indonesia , and the future of West Papua",LOC
2905603,Yet there's method in it,"semantics, pragmatics and the interpretation of the Russian imperfective aspect",LOC
2905604,Harlequin empire,"race, ethnicity and the drama of the popular Enlightenment",LOC
2905605,The last to die,"Ronald Turpin, Arthur Lucas and the end of capital punishment in Canada",LOC
2905606,Becoming less separate?,"school desegregation, Justice Department enforcement, and the pursuit of unitary status",LOC
2905607,New-- Saint Joseph Sunday missal,"the complete masses for Sundays, Holydays, and the Easter Triduum : with the people's parts of Holy Mass printed in boldface type and arranged for parish participation : with the ""New American Bible"" text short helpful notes and explanations and a treasury of popular prayers",LOC
2905608,What's in a name?,"AIDS, vernacular risk perception, and the culture of ownership,",LOC
2905609,Fixing American healthcare,"wonkonians, gekkonians, and the grand unification theory of healthcare",LOC
2905610,Key System streetcars,"transit, real estate and the growth of the East Bay",LOC
2905611,Jazzocracy,"jazz, democracy, and the creation of a new American mythology",LOC
2905612,Indirect rule in South Africa,"tradition, modernity, and the costuming of political power",LOC
2905613,The corporate assault on youth,"commercialism, exploitation, and the end of innocence",LOC
2905614,Minders of make-believe,"idealists, entrepreneurs, and the shaping of American children's literature",LOC
2905615,"Wuhan, 1938","war, refugees, and the making of modern China",LOC
2905616,Savage barbecue,"race, culture, and the invention of America's first food",LOC
2905617,The surprising work of God,"Harold John Ockenga, Billy Graham, and the rebirth of evangelicalism",LOC
2905618,The arbiters of reality,"Hawthorne, Melville, and the rise of mass information culture",LOC
2905619,A delicate dance,"autoethnography, curriculum, and the semblance of intimacy",LOC
2905620,The crisis of the twelfth century,"power, lordship, and the origins of European government",LOC
2905621,The globalization of martyrdom,"Al Qaeda, Salafi Jihad, and the diffusion of suicide attacks",LOC
2905622,No place of rest,"Jewish literature, expulsion, and the memory of medieval France",LOC
2905623,Fate! Luck! Chance!,"Amy Tan, Stewart Wallace, and the making of The Bonesetter's Daughter opera",LOC
2905624,Armchair warriors,"private citizens, popular press, and the rise of American power",LOC
2905625,Medicines and society,"patients, professionals and the dominance of pharmaceuticals",LOC
2905626,Stairway to heaven,"Chinese alchemists, Jewish kabbalists, and the art of spiritual transformation",LOC
2905627,Putin's labyrinth,"spies, murder, and the dark heart of the new Russia",LOC
2905628,"Inventing America's ""worst"" family","eugenics, Islam, and the fall and rise of the tribe of Ishmael",LOC
2905629,Garlic capital of the world,"Gilroy, garlic, and the making of a festive foodscape",LOC
2905630,Bioterror,"anthrax, influenza, and the future of public health security",LOC
2905631,Capitalist development in Korea,"labour, capital and the myth of the developmental state",LOC
